,IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany
1038,tt0092136,Unfinished Business,['Steven Okazaki'],"['Laura Ide', 'Jane Kaihatsu', '2 more credits']","['Amy Hill', 'Gordon Hirabayashi', 'Fred Korematsu']","['Documentary', 'History', 'War']",English,USA,58min,Not Rated,Mar-86,,,
1039,tt3666024,The Red Turtle,['Michael Dudok de Wit'],"['Michael Dudok de Wit', 'Pascale Ferran', '1 more credit']","['Emmanuel Garijo', 'Tom Hudson', 'Baptiste Goy']","['Animation', 'Family', 'Fantasy']",None,France,1h 20min,PG,20-Jan-17,86.0,,Sony Pictures Classics
1040,tt0106446,Bob's Birthday,"['David Fine', 'Alison Snowden']","['Alison Snowden', 'David Fine']","['Andy Hamilton', 'Alison Snowden', 'Harry Enfield']","['Animation', 'Short', 'Comedy']",English,Canada,12min,12min,,,,
1041,tt0262758,Seraglio,"['Colin Campbell', 'Gail Lerner']","['Colin Campbell', 'Gail Lerner']","['Debra Christofferson', 'Anthony Burch', 'Michael Erger']","['Short', 'Comedy', 'Romance']",English,USA,14min,14min,,,,
1042,tt0113671,Little Surprises,['Jeff Goldblum'],['Lloyd Fonvielle'],"['Christine Cavanaugh', 'Julie Harris', 'Kenneth Moskow']","['Short', 'Comedy', 'Drama']",English,USA,36min,36min,,,,
1043,tt0120751,Mighty Joe Young,['Ron Underwood'],"['Merian C. Cooper', 'Ruth Rose', '2 more credits']","['Bill Paxton', 'Charlize Theron', 'Rade Serbedzija']","['Action', 'Adventure', 'Family', 'Fantasy', 'Thriller']",English,USA,1h 54min,PG,25-Dec-98,51.0,90000000.0,Buena Vista Pictures
1044,tt0086960,Beverly Hills Cop,['Martin Brest'],"['Daniel Petrie Jr.', 'Danilo Bach', '1 more credit']","['Eddie Murphy', 'Judge Reinhold', 'John Ashton']","['Action', 'Comedy', 'Crime', 'Thriller']",English,USA,1h 45min,R,5-Dec-84,66.0,14000000.0,Paramount Pictures
1045,tt1219675,Auf der Strecke,['Reto Caffi'],"['Reto Caffi', 'Naomi Westerman', '1 more credit']","['Roland Bonjour', 'Julie Bräuning', 'Janic Halioua']","['Short', 'Drama']",Swiss German,Switzerland,30min,30min,,,,Magnolia Pictures
1046,tt0234588,Rejected,['Don Hertzfeldt'],['Don Hertzfeldt'],"['Robert May', 'Jennifer Nyholm', 'Don Hertzfeldt']","['Animation', 'Short', 'Comedy', 'Fantasy']",English,USA,9min,Unrated,25-Jul-00,,,
1047,tt0117509,Romeo + Juliet,['Baz Luhrmann'],"['William Shakespeare', 'Craig Pearce', '1 more credit']","['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo']","['Drama', 'Romance']",English,USA,2h,PG-13,1-Nov-96,60.0,14500000.0,Twentieth Century Fox
1048,tt6348138,Missing Link,['Chris Butler'],['Chris Butler'],"['Hugh Jackman', 'David Walliams', 'Stephen Fry']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,Canada,1h 33min,PG,12-Apr-19,68.0,100000000.0,United Artists Releasing
1049,tt3008010,Parvaneh,['Talkhon Hamzavi'],['Talkhon Hamzavi'],"['Alireza Bayram', 'Brigitte Beyeler', 'Cheryl Graf']","['Short', 'Drama']",German,Switzerland,25min,TV-G,Nov-12,,,
1050,tt0316654,Spider-Man 2,['Sam Raimi'],"['Stan Lee', 'Steve Ditko', '4 more credits']","['Tobey Maguire', 'Kirsten Dunst', 'Alfred Molina']","['Action', 'Adventure', 'Sci-Fi']",English,USA,2h 7min,PG-13,30-Jun-04,83.0,200000000.0,Sony Pictures Home Entertainment
1051,tt1735898,Snow White and the Huntsman,['Rupert Sanders'],"['Evan Daugherty', 'John Lee Hancock', '2 more credits']","['Kristen Stewart', 'Chris Hemsworth', 'Charlize Theron']","['Action', 'Adventure', 'Drama', 'Fantasy']",English,USA,2h 7min,PG-13,1-Jun-12,57.0,170000000.0,Universal Pictures
1052,tt6634646,"Hale County This Morning, This Evening",['RaMell Ross'],"['RaMell Ross', 'Maya Krinsky']","[""Latrenda 'Boosie' Ash"", 'Quincy Bryant', 'Daniel Collins']",['Documentary'],English,USA,1h 16min,Not Rated,14-Sep-18,85.0,,The Cinema Guild
1053,tt0440963,The Bourne Ultimatum,['Paul Greengrass'],"['Tony Gilroy', 'Scott Z. Burns', '3 more credits']","['Matt Damon', 'Edgar Ramírez', 'Joan Allen']","['Action', 'Mystery', 'Thriller']",English,USA,1h 55min,PG-13,3-Aug-07,85.0,110000000.0,Universal Pictures
1054,tt0093779,The Princess Bride,['Rob Reiner'],"['William Goldman', 'William Goldman']","['Cary Elwes', 'Mandy Patinkin', 'Robin Wright']","['Adventure', 'Family', 'Fantasy', 'Romance']",English,USA,1h 38min,PG,9-Oct-87,77.0,16000000.0,Twentieth Century Fox
1055,tt0323250,Mike's New Car,"['Pete Docter', 'Roger Gould']","['Pete Docter', 'Jeff Pidgeon', '2 more credits']","['Billy Crystal', 'John Goodman']","['Animation', 'Short', 'Comedy', 'Family', 'Fantasy']",English,USA,4min,Not Rated,Video 9 August 2002,,,Buena Vista Home Entertainment
1056,tt0096943,Blaze,['Ron Shelton'],"['Blaze Starr', 'Huey Perry', '1 more credit']","['Paul Newman', 'Lolita Davidovich', 'Jerry Hardin']","['Biography', 'Drama']",English,USA,2h,R,13-Dec-89,67.0,22000000.0,Buena Vista Pictures
1057,tt0099598,Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,"['Connie Field', 'Judith Montell']","['Yasha Aginsky', 'Phil Cousineau', '1 more credit']","['Ronnie Gilbert', 'Maury Colow', 'Ruth Davidow']",['Documentary'],English,USA,1h,1h,,,,Tara Releasing
1058,tt0109836,Frankenstein,['Kenneth Branagh'],"['Mary Shelley', 'Steph Lady', '1 more credit']","['Robert De Niro', 'Kenneth Branagh', 'Helena Bonham Carter']","['Drama', 'Horror', 'Romance', 'Sci-Fi']",English,USA,2h 3min,R,4-Nov-94,,45000000.0,TriStar Pictures
1059,tt0091778,Poltergeist II: The Other Side,['Brian Gibson'],"['Mark Victor', 'Michael Grais']","['JoBeth Williams', 'Craig T. Nelson', ""Heather O'Rourke""]",['Horror'],English,USA,1h 31min,PG-13,23-May-86,49.0,19000000.0,Metro-Goldwyn-Mayer
1060,tt0266543,Finding Nemo,"['Andrew Stanton', 'Lee Unkrich']","['Andrew Stanton', 'Andrew Stanton', '2 more credits']","['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould']","['Animation', 'Adventure', 'Comedy', 'Family']",English,USA,1h 40min,G,30-May-03,90.0,94000000.0,Buena Vista Pictures
1061,tt0119485,Kundun,['Martin Scorsese'],['Melissa Mathison'],"['Tenzin Thuthob Tsarong', 'Gyurme Tethong', 'Tulku Jamyang Kunga Tenzin']","['Biography', 'Drama', 'History', 'War']",English,USA,2h 14min,PG-13,16-Jan-98,74.0,28000000.0,Buena Vista Pictures
1062,tt0903624,The Hobbit: An Unexpected Journey,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', '3 more credits']","['Martin Freeman', 'Ian McKellen', 'Richard Armitage']","['Adventure', 'Fantasy']",English,New Zealand,2h 49min,PG-13,14-Dec-12,58.0,180000000.0,Fathom Events
1063,tt0425458,Six Shooter,['Martin McDonagh'],['Martin McDonagh'],"['Brendan Gleeson', 'Rúaidhrí Conroy', 'David Wilmot']","['Short', 'Comedy', 'Drama']",English,UK,27min,Not Rated,Feb-05,,,Magnolia Home Entertainment
1064,tt0461847,Síðasti bærinn,['Rúnar Rúnarsson'],['Rúnar Rúnarsson'],"['Jón Sigurbjörnsson', 'Kristjana Vagnsdottir', 'Kjartan Bjargmundsson']","['Short', 'Drama']",Icelandic,Iceland,17min,TV-PG,Oct-04,,,
1065,tt0093260,Innerspace,['Joe Dante'],"['Chip Proser', 'Jeffrey Boam', '1 more credit']","['Dennis Quaid', 'Martin Short', 'Meg Ryan']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Thriller']",English,USA,2h,PG,1-Jul-87,66.0,27000000.0,Warner Bros.
1066,tt0110239,Kangaroo Court,['Sean Astin'],['Laurence Andries'],"['John Colton', 'Gregory Hines', 'Stoney Jackson']",['Short'],English,USA,33min,33min,,,,
1067,tt0111257,Speed,['Jan de Bont'],['Graham Yost'],"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']","['Action', 'Adventure', 'Thriller']",English,USA,1h 56min,R,10-Jun-94,78.0,30000000.0,Twentieth Century Fox
1068,tt1998355,The Voorman Problem,['Mark Gill'],"['Mark Gill', 'Baldwin Li', '1 more credit']","['Martin Freeman', 'Simon Griffiths', 'Tom Hollander']","['Short', 'Comedy', 'Drama', 'Fantasy']",English,UK,13min,TV-PG,25-Apr-13,,,
1069,tt0282120,The Wild Thornberrys,"['Cathy Malkasian', 'Jeff McGrath']","['Arlene Klasky', 'Gabor Csupo', '4 more credits']","['Tim Curry', 'Rupert Everett', 'Flea']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,USA,1h 25min,PG,20-Dec-02,69.0,25000000.0,Paramount Pictures
1070,tt0080888,Honeysuckle Rose,['Jerry Schatzberg'],"['Gösta Stevens', 'Gustaf Molander', '3 more credits']","['Willie Nelson', 'Dyan Cannon', 'Amy Irving']","['Drama', 'Music', 'Romance']",English,USA,1h 59min,PG,18-Jul-80,,,Warner Bros.
1071,tt1280548,Spielzeugland,['Jochen Alexander Freydank'],"['Johann A. Bunners', 'Jochen Alexander Freydank']","['Julia Jäger', 'Cedric Eich', 'Tamay Bulut Özvatan']","['Short', 'Drama', 'War']",German,Germany,14min,TV-PG,2008,,,Magnolia Pictures
1072,tt0475290,"Hail, Caesar!","['Ethan Coen', 'Joel Coen']","['Joel Coen', 'Ethan Coen']","['Josh Brolin', 'George Clooney', 'Alden Ehrenreich']","['Comedy', 'Drama', 'Music', 'Mystery']",English,USA,1h 46min,PG-13,5-Feb-16,72.0,22000000.0,Universal Pictures
1073,tt0094721,Beetlejuice,['Tim Burton'],"['Michael McDowell', 'Larry Wilson', '2 more credits']","['Alec Baldwin', 'Geena Davis', 'Michael Keaton']","['Comedy', 'Fantasy']",English,USA,1h 32min,PG,30-Mar-88,70.0,15000000.0,Warner Bros.
1074,tt0469146,The Mysterious Geographic Explorations of Jasper Morello,['Anthony Lucas'],"['Mark Shirrefs', 'Anthony Lucas', '1 more credit']","['Joel Edgerton', 'Helmut Bakaitis', 'Tommy Dysart']","['Animation', 'Short', 'Adventure', 'Mystery', 'Sci-Fi']",English,Australia,26min,26min,,,,
1075,tt0101605,The Commitments,['Alan Parker'],"['Roddy Doyle', 'Dick Clement', '2 more credits']","['Robert Arkins', 'Michael Aherne', 'Angeline Ball']","['Comedy', 'Drama', 'Music']",English,Ireland,1h 58min,R,13-Sep-91,73.0,12000000.0,Twentieth Century Fox
1076,tt1690953,Despicable Me 2,"['Pierre Coffin', 'Chris Renaud']","['Cinco Paul', 'Ken Daurio']","['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",English,USA,1h 38min,PG,3-Jul-13,62.0,76000000.0,Universal Pictures
1077,tt0328880,Brother Bear,"['Aaron Blaise', 'Robert Walker']","['Tab Murphy', 'Lorne Cameron', '24 more credits']","['Joaquin Phoenix', 'Jeremy Suarez', 'Rick Moranis']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,USA,1h 25min,G,7-Nov-03,48.0,128000000.0,Buena Vista Pictures
1078,tt0119561,The Long Way Home,['Mark Jonathan Harris'],['Mark Jonathan Harris'],"['Morgan Freeman', 'Israel Lau', 'Livia Shacter']","['Documentary', 'History', 'War']",English,USA,2h,Not Rated,19-Sep-97,,,
1079,tt0106582,Cliffhanger,['Renny Harlin'],"['John Long', 'Michael France', '2 more credits']","['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']","['Action', 'Adventure', 'Thriller']",English,USA,1h 53min,R,28-May-93,60.0,70000000.0,TriStar Pictures
1080,tt0099487,Edward Scissorhands,['Tim Burton'],"['Tim Burton', 'Caroline Thompson', '1 more credit']","['Johnny Depp', 'Winona Ryder', 'Dianne Wiest']","['Drama', 'Fantasy', 'Romance']",English,USA,1h 45min,PG-13,14-Dec-90,74.0,20000000.0,Twentieth Century Fox
1081,tt3397884,Sicario,['Denis Villeneuve'],['Taylor Sheridan'],"['Emily Blunt', 'Josh Brolin', 'Benicio Del Toro']","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",English,USA,2h 1min,R,2-Oct-15,82.0,30000000.0,Lionsgate
1082,tt0473444,Curse of the Golden Flower,['Yimou Zhang'],"['Zhihong Bian', 'Yu Cao', '2 more credits']","['Yun-Fat Chow', 'Li Gong', 'Jay Chou']","['Action', 'Drama', 'History', 'Romance']",Mandarin,China,1h 54min,R,12-Jan-07,70.0,45000000.0,Sony Pictures Classics
1083,tt0864761,The Duchess,['Saul Dibb'],"['Jeffrey Hatcher', 'Anders Thomas Jensen', '2 more credits']","['Keira Knightley', 'Ralph Fiennes', 'Dominic Cooper']","['Biography', 'Drama', 'History', 'Romance']",English,UK,1h 50min,PG-13,10-Oct-08,62.0,,Paramount Pictures
1084,tt4209788,Molly's Game,['Aaron Sorkin'],"['Aaron Sorkin', 'Molly Bloom']","['Jessica Chastain', 'Idris Elba', 'Kevin Costner']","['Biography', 'Crime', 'Drama']",English,China,2h 20min,R,5-Jan-18,71.0,30000000.0,STX Entertainment
1085,tt1054606,The Imaginarium of Doctor Parnassus,['Terry Gilliam'],"['Terry Gilliam', 'Charles McKeown']","['Christopher Plummer', 'Lily Cole', 'Heath Ledger']","['Adventure', 'Comedy', 'Fantasy', 'Mystery']",English,UK,2h 3min,PG-13,8-Jan-10,65.0,30000000.0,Sony Pictures Classics
1086,tt0327597,Coraline,['Henry Selick'],"['Henry Selick', 'Neil Gaiman']","['Dakota Fanning', 'Teri Hatcher', 'John Hodgman']","['Animation', 'Drama', 'Family', 'Fantasy', 'Thriller']",English,USA,1h 40min,PG,6-Feb-09,80.0,60000000.0,Focus Features
1087,tt0079100,The Electric Horseman,['Sydney Pollack'],"['Robert Garland', 'Paul Gaer', '2 more credits']","['Robert Redford', 'Jane Fonda', 'Valerie Perrine']","['Comedy', 'Drama', 'Romance', 'Western']",English,USA,2h 1min,PG,21-Dec-79,64.0,12500000.0,Universal Pictures
1088,tt0385880,Monster House,['Gil Kenan'],"['Dan Harmon', 'Rob Schrab', '3 more credits']","['Mitchel Musso', 'Sam Lerner', 'Spencer Locke']","['Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery']",English,USA,1h 31min,PG,21-Jul-06,68.0,75000000.0,Columbia Pictures
1089,tt0319061,Big Fish,['Tim Burton'],"['Daniel Wallace', 'John August']","['Ewan McGregor', 'Albert Finney', 'Billy Crudup']","['Adventure', 'Drama', 'Fantasy', 'Romance']",English,USA,2h 5min,PG-13,9-Jan-04,58.0,70000000.0,Columbia Pictures
1090,tt0236386,Killing Joe,['Mehdi Norowzian'],['Chris Fallon'],"['Daniel Bliss', 'Hannes Dükler', 'Ellie Haddington']",['Short'],English,UK,41min,41min,,,,
1091,tt0304141,Harry Potter and the Prisoner of Azkaban,['Alfonso Cuarón'],"['J.K. Rowling', 'Steve Kloves']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Adventure', 'Family', 'Fantasy', 'Mystery']",English,UK,2h 22min,PG,4-Jun-04,82.0,130000000.0,Warner Bros.
1092,tt0099810,The Hunt for Red October,['John McTiernan'],"['Tom Clancy', 'Larry Ferguson', '1 more credit']","['Sean Connery', 'Alec Baldwin', 'Scott Glenn']","['Action', 'Adventure', 'Thriller']",English,USA,2h 15min,PG,2-Mar-90,58.0,30000000.0,Paramount Pictures
1093,tt0085482,El Norte,['Gregory Nava'],"['Gregory Nava', 'Anna Thomas']","['Zaide Silvia Gutiérrez', 'David Villalpando', 'Ernesto Gómez Cruz']",['Drama'],Spanish,UK,2h 21min,R,27-Jan-84,67.0,,Cinecom Pictures
1094,tt1979376,Toy Story 4,['Josh Cooley'],"['John Lasseter', 'Andrew Stanton', '8 more credits']","['Tom Hanks', 'Tim Allen', 'Annie Potts']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,USA,1h 40min,G,21-Jun-19,84.0,200000000.0,Walt Disney Studios Motion Pictures
1095,tt4172430,13 Hours,['Michael Bay'],"['Chuck Hogan', 'Mitchell Zuckoff']","['John Krasinski', 'Pablo Schreiber', 'James Badge Dale']","['Action', 'Drama', 'History', 'War']",English,Malta,2h 24min,R,15-Jan-16,48.0,50000000.0,Paramount Pictures
1096,tt0113670,A Little Princess,['Alfonso Cuarón'],"['Frances Hodgson Burnett', 'Richard LaGravenese', '1 more credit']","['Liesel Matthews', 'Eleanor Bron', 'Liam Cunningham']","['Drama', 'Family', 'Fantasy']",English,USA,1h 37min,G,19-May-95,83.0,17000000.0,Warner Bros. Family Entertainment
1097,tt4571288,Mindenki,['Kristóf Deák'],"['Kristóf Deák', 'Bex Harvey', '1 more credit']","['Zsófia Szamosi', 'Dorottya Hais', 'Dorka Gáspárfalvi']","['Short', 'Drama', 'Music']",Hungarian,Hungary,25min,25min,,,,
1098,tt0243133,The Man Who Wasn't There,"['Joel Coen', 'Ethan Coen']","['Joel Coen', 'Ethan Coen']","['Billy Bob Thornton', 'Frances McDormand', 'Michael Badalucco']","['Crime', 'Drama']",English,USA,1h 56min,R,16-Nov-01,73.0,20000000.0,USA Films
1099,tt1023114,The Way Back,['Peter Weir'],"['Slavomir Rawicz', 'Peter Weir', '1 more credit']","['Jim Sturgess', 'Ed Harris', 'Colin Farrell']","['Adventure', 'Drama', 'History']",English,USA,2h 13min,PG-13,21-Jan-11,66.0,30000000.0,Image Entertainment
1100,tt1679335,Trolls,"['Mike Mitchell', 'Walt Dohrn']","['Jonathan Aibel', 'Glenn Berger', '2 more credits']","['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",English,USA,1h 32min,PG,4-Nov-16,55.0,125000000.0,Twentieth Century Fox
1101,tt0102268,Last Breeze of Summer,['Arik Caspi'],"['David M. Massey', 'Marilyn Webber']","['Dave Bean', 'Julian Doster', 'Starletta DuPois']","['Drama', 'Short']",English,USA,30min,30min,,,60000.0,Carousel Films and Video
1102,tt0117665,Sleepers,['Barry Levinson'],"['Lorenzo Carcaterra', 'Barry Levinson']","['Robert De Niro', 'Kevin Bacon', 'Brad Pitt']","['Crime', 'Drama', 'Thriller']",English,USA,2h 27min,R,18-Oct-96,49.0,44000000.0,Warner Bros.
1103,tt2386490,How to Train Your Dragon: The Hidden World,['Dean DeBlois'],"['Dean DeBlois', 'Cressida Cowell']","['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham']","['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']",English,USA,1h 44min,PG,22-Feb-19,71.0,129000000.0,Universal Pictures
1104,tt0099726,Hamlet,['Franco Zeffirelli'],"['William Shakespeare', 'Christopher De Vore', '1 more credit']","['Mel Gibson', 'Glenn Close', 'Alan Bates']",['Drama'],English,USA,2h 15min,PG,18-Jan-91,53.0,,Warner Bros.
1105,tt0372784,Batman Begins,['Christopher Nolan'],"['Bob Kane', 'David S. Goyer', '2 more credits']","['Christian Bale', 'Michael Caine', 'Ken Watanabe']","['Action', 'Adventure']",English,USA,2h 20min,PG-13,15-Jun-05,70.0,150000000.0,Warner Bros.
1106,tt0139193,"The Farm: Angola, USA","['Liz Garbus', 'Wilbert Rideau', '1 more credit']",['Bob Harris'],"['Bernard Addison', 'Burl Cain', 'George Crawford']",['Documentary'],English,USA,1h 28min,1h 28min,,,,A+E Networks
1107,tt0117887,That Thing You Do!,['Tom Hanks'],['Tom Hanks'],"['Tom Hanks', 'Liv Tyler', 'Charlize Theron']","['Comedy', 'Drama', 'Music']",English,USA,1h 48min,PG,4-Oct-96,71.0,26000000.0,Twentieth Century Fox
1108,tt0082894,Pennies from Heaven,['Herbert Ross'],"['Dennis Potter', 'Dennis Potter']","['Steve Martin', 'Bernadette Peters', 'Jessica Harper']","['Drama', 'Musical', 'Romance']",English,USA,1h 48min,R,1-Jan-82,64.0,22000000.0,Metro-Goldwyn-Mayer
1109,tt2136747,Asad,['Bryan Buckley'],['Bryan Buckley'],"['Harun Mohammed', 'Ibrahim Moallim Hussein', 'Ali Mohammed']","['Short', 'Adventure', 'Drama']",Somali,South Africa,18min,R,21-Apr-12,,,
1110,tt0373175,My Architect,['Nathaniel Kahn'],['Nathaniel Kahn'],"['Edmund Bacon', 'Edwina Pattison Daniels', 'Balkrishna Doshi']","['Documentary', 'Biography']",English,USA,1h 56min,1h 56min,,81.0,,New Yorker Films
1111,tt6023474,The Eleven O'Clock,['Derin Seale'],['Josh Lawson'],"['Josh Lawson', 'Damon Herriman', 'Jessica Wren']","['Short', 'Comedy']",English,Australia,13min,Not Rated,6-Sep-16,,,
1112,tt0121765,Star Wars: Episode II - Attack of the Clones,['George Lucas'],"['George Lucas', 'Jonathan Hales', '1 more credit']","['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",English,USA,2h 22min,PG,16-May-02,54.0,115000000.0,Twentieth Century Fox
1113,tt4122886,Day One,['Henry Hughes'],"['Dawn DeVoe', 'Henry Hughes', '2 more credits']","['Layla Alizada', 'Navid Negahban', 'Alexia Pearl']","['Short', 'Drama', 'Thriller', 'War']",English,USA,25min,PG-13,Mar-15,,,American Film Institute
1114,tt0118884,Contact,['Robert Zemeckis'],"['James V. Hart', 'Michael Goldenberg', '3 more credits']","['Jodie Foster', 'Matthew McConaughey', 'Tom Skerritt']","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",English,USA,2h 30min,PG,11-Jul-97,62.0,90000000.0,Warner Bros.
1115,tt0116409,The Ghost and the Darkness,['Stephen Hopkins'],['William Goldman'],"['Michael Douglas', 'Val Kilmer', 'Tom Wilkinson']","['Adventure', 'Drama', 'Thriller']",English,Germany,1h 50min,R,11-Oct-96,,55000000.0,Paramount Pictures
1116,tt0432283,Fantastic Mr. Fox,['Wes Anderson'],"['Roald Dahl', 'Wes Anderson', '1 more credit']","['George Clooney', 'Meryl Streep', 'Bill Murray']","['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family']",English,USA,1h 27min,PG,25-Nov-09,83.0,40000000.0,Twentieth Century Fox
1117,tt0080360,Altered States,['Ken Russell'],"['Paddy Chayefsky', 'Paddy Chayefsky']","['William Hurt', 'Blair Brown', 'Bob Balaban']","['Horror', 'Sci-Fi', 'Thriller']",English,USA,1h 42min,R,25-Dec-80,58.0,,Warner Bros.
1118,tt0080716,Fame,['Alan Parker'],['Christopher Gore'],"['Eddie Barth', 'Irene Cara', 'Lee Curreri']","['Drama', 'Music', 'Musical']",English,USA,2h 14min,R,16-May-80,58.0,,Metro-Goldwyn-Mayer
1119,tt2120152,The Invisible War,['Kirby Dick'],"['Kirby Dick', 'Amy Ziering', '1 more credit']","['Amy Ziering', 'Kirby Dick', 'Kori Cioca']","['Documentary', 'Crime']",English,USA,1h 33min,Not Rated,20-Jan-12,75.0,,Cinedigm Entertainment Group
1120,tt0164912,Stuart Little,['Rob Minkoff'],"['E.B. White', 'M. Night Shyamalan', '1 more credit']","['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']","['Adventure', 'Comedy', 'Family', 'Fantasy']",English,Germany,1h 24min,PG,17-Dec-99,61.0,133000000.0,Columbia Pictures
1121,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,['Larry Charles'],"['Sacha Baron Cohen', 'Anthony Hines', '7 more credits']","['Sacha Baron Cohen', 'Ken Davitian', 'Luenell']",['Comedy'],English,USA,1h 24min,R,3-Nov-06,89.0,18000000.0,Twentieth Century Fox
