,IMDBId,movie title,language,country,runtime (mins),mpaarating,metacritic score,budget,distributionCompany,Awards,Total_Noms,writer1,writer2,director,Lead_Actor,Supporting_Actor_1,Supporting_Actor_2,genre,main_genre,subgenre,release_date,season,Award_Year,Awards_Best Actor in a Leading Role,Awards_Best Actor in a Supporting Role,Awards_Best Actress in a Leading Role,Awards_Best Art Direction-Set Decoration,Awards_Best Cinematography,Awards_Best Director,Awards_Best Film Editing,Awards_Best Motion Picture of the Year,Awards_Best Picture,Awards_Best Sound,Dir_Prev_Score,Director_Avg_Score,Total_Director_Movies,Lead_Actor_Prev_Score,Lead_Actor_Avg_Score,Total_Movies_Lead_Actor,Award_Prev_Score,Award_Avg_Score,Avg_Rating_by_Genre,Avg_Rating_by_MPAA_Rating,Avg_Rating_by_season,Avg_Rating_by_Distribution_company,Writer_Prev_Score,Avg_Rating_by_writer,Buena Vista Pictures,Columbia Pictures,Focus Features,Miramax,Paramount Pictures,Sony Pictures Classics,Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Mystery,Subgenre_Adventure,Subgenre_Comedy,Subgenre_Crime,Subgenre_Drama,Subgenre_Fantasy,Subgenre_History,Subgenre_Music,Subgenre_Mystery,Subgenre_Romance,Subgenre_Thriller,Director_Barry Levinson,Director_Clint Eastwood,Director_Martin Scorsese,Director_Ridley Scott,Director_Robert Zemeckis,Director_Ron Howard,Director_Stephen Frears,Director_Steven Spielberg,Director_Tim Burton,Director_Woody Allen,Lead_Actor_Brad Pitt,Lead_Actor_Denzel Washington,Lead_Actor_Harrison Ford,Lead_Actor_Johnny Depp,Lead_Actor_Leonardo DiCaprio,Lead_Actor_Meryl Streep,Lead_Actor_Michael Douglas,Lead_Actor_Robin Williams,Lead_Actor_Tom Cruise,Lead_Actor_Tom Hanks,Fall,Spring,Summer,Winter,G,Not Rated,PG,PG-13,R,Unrated,Writer_Aaron Sorkin,Writer_George Miller,Writer_Joel Coen,Writer_John Logan,Writer_Lawrence Kasdan,Writer_Lee Hall,Writer_Paul Thomas Anderson,Writer_Pedro Almodóvar,Writer_Quentin Tarantino,Writer_Woody Allen
123,tt2582802,Whiplash,English,USA,106,R,88.0,3300000.0,Sony Pictures Classics,Best Motion Picture of the Year,5,Damien Chazelle,,Damien Chazelle,Miles Teller,J.K. Simmons,Melissa Benoist,Drama' 'Music,Drama,Music,2014-10-15,Fall,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,3,,,1,100.0,94.0,66.48148148148148,74.00187265917603,72.53125,79.95454545454545,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
128,tt0084917,The World According to Garp,English,USA,136,R,63.0,17000000.0,Warner Bros.,Best Actor in a Supporting Role,2,John Irving,Steve Tesich,George Roy Hill,Robin Williams,Mary Beth Hurt,Glenn Close,Comedy' 'Drama,Comedy,Drama,1982-07-23,Summer,1982.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,2,,,9,40.0,59.0,75.18518518518519,74.00187265917603,72.34599156118144,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
130,tt2852470,The Missing Picture,French,Cambodia,92,Not Rated,87.0,,Strand Releasing,Best Foreign Language Film of the Year,1,Rithy Panh,Christophe Bataille,Rithy Panh,Randal Douc,Jean-Baptiste Phou,,Documentary,Documentary,,2014-03-19,Winter,2014.0,,,,,,,,,,,,,1,,,1,86.0,80.5,81.3076923076923,78.44117647058823,72.63362068965517,87.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,
131,tt2543164,Arrival,English,USA,116,PG-13,81.0,47000000.0,Paramount Pictures,Best Motion Picture of the Year,8,Eric Heisserer,Ted Chiang,Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,Drama' 'Mystery,Drama,Mystery,2016-11-11,Fall,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,76.0,5,75.0,70.5,5,71.0,79.5,73.14814814814815,69.28664495114006,72.53125,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
139,tt2106476,The Hunt,Danish,Denmark,115,R,77.0,3800000.0,Magnolia Pictures,Best Foreign Language Film of the Year,1,Tobias Lindholm,Thomas Vinterberg,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Drama,Drama,,2013-01-10,Winter,2013.0,,,,,,,,,,,,,1,78.0,78.0,2,70.0,77.0,75.48351648351648,74.00187265917603,72.63362068965517,80.9090909090909,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
140,tt0166943,Music of the Heart,English,USA,124,PG,54.0,27000000.0,Miramax,Best Actress in a Leading Role,2,Pamela Gray,,Wes Craven,Meryl Streep,Cloris Leachman,Henry Dinhofer,Drama' 'Music,Drama,Music,1999-10-29,Fall,1999.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,63.0,65.5,15,75.0,76.5,66.48148148148148,69.61320754716981,72.53125,74.23529411764706,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
142,tt0253474,The Pianist,English,UK,150,R,85.0,35000000.0,Focus Features,Best Picture,7,Ronald Harwood,Wladyslaw Szpilman,Roman Polanski,Adrien Brody,Thomas Kretschmann,Frank Finlay,Biography' 'Drama,Biography,Drama,2003-03-28,Winter,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,57.0,3,,,1,80.0,80.5,73.6046511627907,74.00187265917603,72.63362068965517,78.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
149,tt0465551,Notes on a Scandal,English,UK,92,R,73.0,15000000.0,Fox Searchlight Pictures,Best Performance by an Actress in a Leading Role,4,Patrick Marber,Zoë Heller,Richard Eyre,Cate Blanchett,Judi Dench,Andrew Simpson,Crime' 'Drama,Crime,Drama,2007-01-26,Winter,2007.0,,,,,,,,,,,76.0,76.0,2,75.0,75.0,5,62.0,64.0,73.75,74.00187265917603,72.63362068965517,78.71875,65.0,65.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
153,tt0387131,The Constant Gardener,English,UK,129,R,82.0,25000000.0,Focus Features,Best Performance by an Actress in a Supporting Role,4,Jeffrey Caine,John le Carré,Fernando Meirelles,Ralph Fiennes,Rachel Weisz,Danny Huston,Drama' 'Mystery,Drama,Mystery,2005-08-31,Summer,2005.0,,,,,,,,,,,79.0,79.0,3,65.0,65.5,6,79.0,79.0,73.14814814814815,74.00187265917603,72.34599156118144,78.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
157,tt2562232,Birdman or,English,USA,119,R,87.0,18000000.0,Fox Searchlight Pictures,Best Motion Picture of the Year,9,Alejandro G. Iñárritu,Nicolás Giacobone,Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,Edward Norton,Comedy' 'Drama,Comedy,Drama,2014-11-14,Fall,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,63.5,6,68.0,68.5,3,88.0,94.0,75.18518518518519,74.00187265917603,72.53125,78.71875,58.0,58.0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
166,tt2084970,The Imitation Game,English,UK,114,PG-13,73.0,14000000.0,The Weinstein Company,Best Motion Picture of the Year,8,Graham Moore,Andrew Hodges,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Biography' 'Drama,Biography,Drama,2014-12-25,Winter,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2,,,1,72.0,79.5,73.6046511627907,69.28664495114006,72.63362068965517,70.31818181818181,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
174,tt0390221,Maria Full of Grace,Spanish,Colombia,101,R,87.0,3000000.0,Fine Line Features,Best Performance by an Actress in a Leading Role,1,Joshua Marston,,Joshua Marston,Catalina Sandino Moreno,Guilied Lopez,Orlando Tobón,Crime' 'Drama,Crime,Drama,2004-08-06,Summer,2004.0,,,,,,,,,,,,,1,,,1,89.0,89.0,73.75,74.00187265917603,72.34599156118144,79.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
175,tt0465538,Michael Clayton,English,USA,119,R,82.0,25000000.0,Warner Bros.,Best Motion Picture of the Year,7,Tony Gilroy,,Tony Gilroy,George Clooney,Tilda Swinton,Tom Wilkinson,Crime' 'Drama,Crime,Drama,2007-10-12,Fall,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,49.0,62.5,8,89.0,90.0,73.75,74.00187265917603,72.53125,68.94949494949495,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
182,tt0097322,The Fabulous Baker Boys,English,USA,114,R,85.0,13000000.0,Twentieth Century Fox,Best Actress in a Leading Role,4,Steve Kloves,,Steve Kloves,Jeff Bridges,Michelle Pfeiffer,Beau Bridges,Comedy' 'Drama,Comedy,Drama,1989-10-13,Fall,1989.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,74.0,67.0,8,52.0,63.0,75.18518518518519,74.00187265917603,72.53125,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
186,tt0441909,Volver,Spanish,Spain,121,R,84.0,11936764.705882356,Sony Pictures Classics,Best Performance by an Actress in a Leading Role,1,Pedro Almodóvar,,Pedro Almodóvar,Penélope Cruz,Carmen Maura,Lola Dueñas,Comedy' 'Drama,Comedy,Drama,2007-01-26,Winter,2007.0,,,,,,,,,,,86.0,86.5,5,,,1,73.0,67.5,75.18518518518519,74.00187265917603,72.63362068965517,79.95454545454545,86.0,86.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
187,tt1065073,Boyhood,English,USA,165,R,100.0,4000000.0,IFC Films,Best Motion Picture of the Year,6,Richard Linklater,,Richard Linklater,Ellar Coltrane,Patricia Arquette,Ethan Hawke,Drama,Drama,,2014-08-15,Summer,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,90.0,2,,,1,88.0,87.5,75.48351648351648,74.00187265917603,72.34599156118144,82.0,90.0,90.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
193,tt2059255,No,Spanish,Chile,118,R,81.0,11936764.705882356,Sony Pictures Classics,Best Foreign Language Film of the Year,1,Pedro Peirano,Antonio Skármeta,Pablo Larraín,Gael García Bernal,Alfredo Castro,Antonia Zegers,Drama,Drama,,2012-08-09,Summer,2012.0,,,,,,,,,,,,,2,75.0,67.5,3,73.0,77.5,75.48351648351648,74.00187265917603,72.34599156118144,79.95454545454545,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
194,tt0935075,Rabbit Hole,English,USA,91,PG-13,76.0,5000000.0,Lionsgate,Best Performance by an Actress in a Leading Role,1,David Lindsay-Abaire,David Lindsay-Abaire,John Cameron Mitchell,Nicole Kidman,Aaron Eckhart,Dianne Wiest,Drama,Drama,,2011-01-28,Winter,2011.0,,,,,,,,,,,,,1,53.0,52.0,5,76.0,71.0,75.48351648351648,69.28664495114006,72.63362068965517,77.78571428571429,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
195,tt0108149,Six Degrees of Separation,English,USA,112,R,72.0,12000000.0,Metro-Goldwyn-Mayer,Best Actress in a Leading Role,1,John Guare,John Guare,Fred Schepisi,Will Smith,Stockard Channing,Donald Sutherland,Comedy' 'Drama,Comedy,Drama,1993-12-08,Winter,1993.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,4,89.0,84.5,75.18518518518519,74.00187265917603,72.63362068965517,66.9375,85.0,85.0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
196,tt0092593,Au Revoir les Enfants,French,France,104,PG,88.0,9340000.0,Orion Classics,Best Foreign Language Film,2,Louis Malle,Louis Malle,Louis Malle,Gaspard Manesse,Raphael Fejtö,Francine Racette,Drama' 'War,Drama,War,1988-02-12,Winter,1988.0,,,,,,,,,,,85.0,85.0,2,,,1,60.0,58.0,81.92307692307692,69.61320754716981,72.63362068965517,85.2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
198,tt3553976,Captain Fantastic,English,USA,118,R,72.0,15000000.0,Bleecker Street Media,Best Performance by an Actor in a Leading Role,1,Matt Ross,,Matt Ross,Viggo Mortensen,George MacKay,Samantha Isler,Comedy' 'Drama,Comedy,Drama,2016-07-29,Summer,2016.0,,,,,,,,,,,,,1,81.0,81.0,3,66.0,63.0,75.18518518518519,74.00187265917603,72.34599156118144,66.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
199,tt0338751,The Aviator,English,Germany,170,PG-13,77.0,110000000.0,Miramax,Best Motion Picture of the Year,11,John Logan,,Martin Scorsese,Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,Biography' 'Drama,Biography,Drama,2004-12-25,Winter,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,73.0,15,75.0,73.5,12,67.0,70.0,73.6046511627907,69.28664495114006,72.63362068965517,74.23529411764706,55.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,tt1907668,Flight,English,USA,138,R,76.0,31000000.0,Paramount Pictures,Best Performance by an Actor in a Leading Role,2,John Gatins,,Robert Zemeckis,Denzel Washington,Nadine Velazquez,Don Cheadle,Drama' 'Thriller,Drama,Thriller,2012-11-02,Fall,2012.0,,,,,,,,,,,61.0,67.0,11,76.0,72.5,8,86.0,85.5,75.42857142857143,74.00187265917603,72.53125,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
212,tt7349662,BlacKkKlansman,English,USA,135,R,83.0,15000000.0,Focus Features,Best Motion Picture of the Year,6,Charlie Wachtel,David Rabinowitz,Spike Lee,John David Washington,Adam Driver,Laura Harrier,Biography' 'Crime,Biography,Crime,2018-08-10,Summer,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73.0,83.0,3,,,1,93.0,91.5,76.21052631578948,74.00187265917603,72.34599156118144,78.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
218,tt0467406,Juno,English,USA,96,PG-13,81.0,7500000.0,Fox Searchlight Pictures,Best Motion Picture of the Year,4,Diablo Cody,,Jason Reitman,Ellen Page,Michael Cera,Jennifer Garner,Comedy' 'Drama,Comedy,Drama,2007-12-25,Winter,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2,,,1,91.0,86.5,75.18518518518519,69.28664495114006,72.63362068965517,78.71875,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
222,tt0454876,Life of Pi,English,USA,127,PG,79.0,120000000.0,Fox 2000 Pictures,Best Motion Picture of the Year,11,Yann Martel,David Magee,Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain,Adventure' 'Drama,Adventure,Drama,2012-11-21,Fall,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,90.5,4,,,1,86.0,86.0,70.24137931034483,69.61320754716981,72.53125,63.25,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
233,tt0959337,Revolutionary Road,English,USA,119,R,69.0,35000000.0,DreamWorks Distribution,Best Performance by an Actor in a Supporting Role,3,Justin Haythe,Richard Yates,Sam Mendes,Leonardo DiCaprio,Kate Winslet,Christopher Fitzgerald,Drama' 'Romance,Drama,Romance,2009-01-23,Winter,2009.0,,,,,,,,,,,72.0,78.0,6,64.0,74.5,12,71.0,77.5,71.075,74.00187265917603,72.63362068965517,71.88235294117646,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
236,tt6751668,Parasite,Korean,South Korea,132,R,96.0,11400000.0,Neon,Best Motion Picture of the Year,6,Bong Joon Ho,Bong Joon Ho,Bong Joon Ho,Kang-ho Song,Sun-kyun Lee,Yeo-jeong Jo,Comedy' 'Drama,Comedy,Drama,2019-11-08,Fall,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,,,1,58.0,58.5,75.18518518518519,74.00187265917603,72.53125,91.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
242,tt0081375,Private Benjamin,English,USA,109,R,59.0,10000000.0,Warner Bros.,Best Actress in a Leading Role,3,Nancy Meyers,Charles Shyer,Howard Zieff,Goldie Hawn,Eileen Brennan,Armand Assante,Comedy' 'War,Comedy,War,1980-10-10,Fall,1980.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,3,68.0,77.5,59.0,74.00187265917603,72.53125,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
245,tt0078754,All That Jazz,English,USA,123,R,72.0,56882407.40740741,Twentieth Century Fox,Best Actor in a Leading Role,9,Robert Alan Aurthur,Bob Fosse,Bob Fosse,Roy Scheider,Jessica Lange,Ann Reinking,Drama' 'Music,Drama,Music,1979-12-20,Winter,1980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,3,77.0,70.5,66.48148148148148,74.00187265917603,72.63362068965517,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
254,tt0086450,To Be or Not to Be,English,USA,107,PG,61.0,9000000.0,Twentieth Century Fox,Best Actor in a Supporting Role,1,Thomas Meehan,Ronny Graham,Alan Johnson,Mel Brooks,Anne Bancroft,Ronny Graham,Comedy' 'Drama,Comedy,Drama,1983-12-16,Winter,1983.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,1,79.0,77.0,75.18518518518519,69.61320754716981,72.63362068965517,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
255,tt0101410,Barton Fink,English,USA,116,R,69.0,9000000.0,Twentieth Century Fox,Best Actor in a Supporting Role,3,Joel Coen,Ethan Coen,Joel Coen,John Turturro,John Goodman,Judy Davis,Comedy' 'Drama,Comedy,Drama,1991-08-21,Summer,1991.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,,,1,70.0,65.0,75.18518518518519,74.00187265917603,72.34599156118144,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,tt0085244,The Big Chill,English,USA,105,R,61.0,8000000.0,Columbia Pictures,Best Actress in a Supporting Role,3,Lawrence Kasdan,Barbara Benedek,Lawrence Kasdan,Tom Berenger,Glenn Close,Jeff Goldblum,Comedy' 'Drama,Comedy,Drama,1983-09-30,Fall,1983.0,,,,,,,,,,,,,4,,,1,65.0,64.0,75.18518518518519,74.00187265917603,72.53125,68.90277777777777,58.0,71.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
